result_ID,student_ID,unit_ID,marks,grade
RES4697,SCT211-0783/2021,UNIT005,43.39,D
RES4698,SCT211-0783/2021,UNIT006,41.24,D
RES4699,SCT211-0784/2021,UNIT001,94.24,A
RES4700,SCT211-0784/2021,UNIT002,72.52,A
RES4701,SCT211-0784/2021,UNIT003,47.24,D
RES4702,SCT211-0784/2021,UNIT004,79.34,A
RES4703,SCT211-0784/2021,UNIT005,52.92,C
RES4704,SCT211-0784/2021,UNIT006,43.11,D
RES4705,SCT211-0785/2021,UNIT001,48.13,D
RES4706,SCT211-0785/2021,UNIT002,49.77,D
RES4707,SCT211-0785/2021,UNIT003,97.21,A
RES4708,SCT211-0785/2021,UNIT004,46.72,D
RES4709,SCT211-0785/2021,UNIT005,66.19,B
RES4710,SCT211-0785/2021,UNIT006,78.29,A
RES4711,SCT211-0786/2021,UNIT001,60.89,B
RES4712,SCT211-0786/2021,UNIT002,59.71,C
RES4713,SCT211-0786/2021,UNIT003,50.3,C
RES4714,SCT211-0786/2021,UNIT004,67.13,B
RES4715,SCT211-0786/2021,UNIT005,50.52,C
RES4716,SCT211-0786/2021,UNIT006,44.62,D
RES4717,SCT211-0787/2021,UNIT001,80.97,A
RES4718,SCT211-0787/2021,UNIT002,47.83,D
RES4719,SCT211-0787/2021,UNIT003,79.87,A
RES4720,SCT211-0787/2021,UNIT004,79.43,A
RES4721,SCT211-0787/2021,UNIT005,89.77,A
RES4722,SCT211-0787/2021,UNIT006,73.77,A
RES4723,SCT211-0788/2021,UNIT001,83.86,A
RES4724,SCT211-0788/2021,UNIT002,92.68,A
RES4725,SCT211-0788/2021,UNIT003,94.61,A
RES4726,SCT211-0788/2021,UNIT004,53.16,C
RES4727,SCT211-0788/2021,UNIT005,72.95,A
RES4728,SCT211-0788/2021,UNIT006,65.4,B
RES4729,SCT211-0789/2021,UNIT001,75.53,A
RES4730,SCT211-0789/2021,UNIT002,43.15,D
RES4731,SCT211-0789/2021,UNIT003,98.23,A
RES4732,SCT211-0789/2021,UNIT004,56.92,C
RES4733,SCT211-0789/2021,UNIT005,96.52,A
RES4734,SCT211-0789/2021,UNIT006,59.5,C
RES4735,SCT211-0790/2021,UNIT001,61.03,B
RES4736,SCT211-0790/2021,UNIT002,73.93,A
RES4737,SCT211-0790/2021,UNIT003,68.93,B
RES4738,SCT211-0790/2021,UNIT004,78.97,A
RES4739,SCT211-0790/2021,UNIT005,73.45,A
RES4740,SCT211-0790/2021,UNIT006,98.76,A
RES4741,SCT211-0791/2021,UNIT001,79.68,A
RES4742,SCT211-0791/2021,UNIT002,54.18,C
RES4743,SCT211-0791/2021,UNIT003,42.45,D
RES4744,SCT211-0791/2021,UNIT004,87.75,A
RES4745,SCT211-0791/2021,UNIT005,96.78,A
RES4746,SCT211-0791/2021,UNIT006,65.71,B
RES4747,SCT211-0792/2021,UNIT001,56.85,C
RES4748,SCT211-0792/2021,UNIT002,92.63,A
RES4749,SCT211-0792/2021,UNIT003,70.1,A
RES4750,SCT211-0792/2021,UNIT004,99.12,A
RES4751,SCT211-0792/2021,UNIT005,58.17,C
RES4752,SCT211-0792/2021,UNIT006,56.75,C
RES4753,SCT211-0793/2021,UNIT001,65.89,B
RES4754,SCT211-0793/2021,UNIT002,57.2,C
RES4755,SCT211-0793/2021,UNIT003,92.45,A
RES4756,SCT211-0793/2021,UNIT004,65.75,B
RES4757,SCT211-0793/2021,UNIT005,41.9,D
RES4758,SCT211-0793/2021,UNIT006,89.73,A
RES4759,SCT211-0794/2021,UNIT001,58.7,C
RES4760,SCT211-0794/2021,UNIT002,45.98,D
RES4761,SCT211-0794/2021,UNIT003,43.35,D
RES4762,SCT211-0794/2021,UNIT004,61.84,B
RES4763,SCT211-0794/2021,UNIT005,48.76,D
RES4764,SCT211-0794/2021,UNIT006,85.65,A
RES4765,SCT211-0795/2021,UNIT001,40.87,D
RES4766,SCT211-0795/2021,UNIT002,80.58,A
RES4767,SCT211-0795/2021,UNIT003,60.55,B
RES4768,SCT211-0795/2021,UNIT004,94.9,A
RES4769,SCT211-0795/2021,UNIT005,52.12,C
RES4770,SCT211-0795/2021,UNIT006,43.39,D
RES4771,SCT211-0796/2021,UNIT001,77.3,A
RES4772,SCT211-0796/2021,UNIT002,90.06,A
RES4773,SCT211-0796/2021,UNIT003,40.99,D
RES4774,SCT211-0796/2021,UNIT004,50.07,C
RES4775,SCT211-0796/2021,UNIT005,98.7,A
RES4776,SCT211-0796/2021,UNIT006,52.52,C
RES4777,SCT211-0797/2021,UNIT001,73.5,A
RES4778,SCT211-0797/2021,UNIT002,56.91,C
RES4779,SCT211-0797/2021,UNIT003,70.57,A
RES4780,SCT211-0797/2021,UNIT004,98.55,A
RES4781,SCT211-0797/2021,UNIT005,60.69,B
RES4782,SCT211-0797/2021,UNIT006,72.83,A
RES4783,SCT211-0798/2021,UNIT001,61.91,B
RES4784,SCT211-0798/2021,UNIT002,78.56,A
RES4785,SCT211-0798/2021,UNIT003,51.78,C
RES4786,SCT211-0798/2021,UNIT004,71.68,A
RES4787,SCT211-0798/2021,UNIT005,81.19,A
RES4788,SCT211-0798/2021,UNIT006,89.54,A
RES4789,SCT211-0799/2021,UNIT001,85.32,A
RES4790,SCT211-0799/2021,UNIT002,51.47,C
RES4791,SCT211-0799/2021,UNIT003,56.95,C
RES4792,SCT211-0799/2021,UNIT004,48.37,D
RES4793,SCT211-0799/2021,UNIT005,89.73,A
RES4794,SCT211-0799/2021,UNIT006,51.86,C
RES4795,SCT211-0800/2021,UNIT001,76.48,A
RES4796,SCT211-0800/2021,UNIT002,44.18,D
RES4797,SCT211-0800/2021,UNIT003,71.39,A
RES4798,SCT211-0800/2021,UNIT004,90.04,A
RES4799,SCT211-0800/2021,UNIT005,64.93,B
RES4800,SCT211-0800/2021,UNIT006,43.98,D
RES4801,SCT211-0801/2021,UNIT001,49.57,D
RES4802,SCT211-0801/2021,UNIT002,64.96,B
RES4803,SCT211-0801/2021,UNIT003,42.57,D
RES4804,SCT211-0801/2021,UNIT004,40.34,D
RES4805,SCT211-0801/2021,UNIT005,60.8,B
RES4806,SCT211-0801/2021,UNIT006,95.64,A
RES4807,SCT211-0802/2021,UNIT001,60.4,B
RES4808,SCT211-0802/2021,UNIT002,80.4,A
RES4809,SCT211-0802/2021,UNIT003,89.74,A
RES4810,SCT211-0802/2021,UNIT004,43.86,D
RES4811,SCT211-0802/2021,UNIT005,68.77,B
RES4812,SCT211-0802/2021,UNIT006,73.47,A
RES4813,SCT211-0803/2021,UNIT001,68.26,B
RES4814,SCT211-0803/2021,UNIT002,40.65,D
RES4815,SCT211-0803/2021,UNIT003,75.18,A
RES4816,SCT211-0803/2021,UNIT004,47.36,D
RES4817,SCT211-0803/2021,UNIT005,46.99,D
RES4818,SCT211-0803/2021,UNIT006,51.75,C
RES4819,SCT211-0804/2021,UNIT001,61.89,B
RES4820,SCT211-0804/2021,UNIT002,59.11,C
RES4821,SCT211-0804/2021,UNIT003,88.41,A
RES4822,SCT211-0804/2021,UNIT004,44.03,D
RES4823,SCT211-0804/2021,UNIT005,51.78,C
RES4824,SCT211-0804/2021,UNIT006,54.89,C
RES4825,SCT211-0805/2021,UNIT001,49.78,D
RES4826,SCT211-0805/2021,UNIT002,85.53,A
RES4827,SCT211-0805/2021,UNIT003,42.69,D
RES4828,SCT211-0805/2021,UNIT004,43.86,D
RES4829,SCT211-0805/2021,UNIT005,96.54,A
RES4830,SCT211-0805/2021,UNIT006,49.34,D
RES4831,SCT211-0806/2021,UNIT001,78.79,A
RES4832,SCT211-0806/2021,UNIT002,66.6,B
RES4833,SCT211-0806/2021,UNIT003,44.97,D
RES4834,SCT211-0806/2021,UNIT004,96.35,A
RES4835,SCT211-0806/2021,UNIT005,88.61,A
RES4836,SCT211-0806/2021,UNIT006,50.46,C
RES4837,SCT211-0807/2021,UNIT001,46.22,D
RES4838,SCT211-0807/2021,UNIT002,40.04,D
RES4839,SCT211-0807/2021,UNIT003,54.47,C
RES4840,SCT211-0807/2021,UNIT004,63.75,B
RES4841,SCT211-0807/2021,UNIT005,96.65,A
RES4842,SCT211-0807/2021,UNIT006,96.83,A
RES4843,SCT211-0808/2021,UNIT001,70.34,A
RES4844,SCT211-0808/2021,UNIT002,98.62,A
RES4845,SCT211-0808/2021,UNIT003,92.5,A
RES4846,SCT211-0808/2021,UNIT004,88.98,A
RES4847,SCT211-0808/2021,UNIT005,79.37,A
RES4848,SCT211-0808/2021,UNIT006,44.6,D
RES4849,SCT211-0809/2021,UNIT001,90.92,A
RES4850,SCT211-0809/2021,UNIT002,88.42,A
RES4851,SCT211-0809/2021,UNIT003,63.08,B
RES4852,SCT211-0809/2021,UNIT004,56.21,C
RES4853,SCT211-0809/2021,UNIT005,54.92,C
RES4854,SCT211-0809/2021,UNIT006,61.83,B
RES4855,SCT211-0810/2021,UNIT001,40.58,D
RES4856,SCT211-0810/2021,UNIT002,62.76,B
RES4857,SCT211-0810/2021,UNIT003,85.5,A
RES4858,SCT211-0810/2021,UNIT004,72.74,A
RES4859,SCT211-0810/2021,UNIT005,56.32,C
RES4860,SCT211-0810/2021,UNIT006,77.08,A
RES4861,SCT211-0811/2021,UNIT001,95.11,A
RES4862,SCT211-0811/2021,UNIT002,98.86,A
RES4863,SCT211-0811/2021,UNIT003,72.83,A
RES4864,SCT211-0811/2021,UNIT004,99.84,A
RES4865,SCT211-0811/2021,UNIT005,54.1,C
RES4866,SCT211-0811/2021,UNIT006,78.26,A
RES4867,SCT211-0812/2021,UNIT001,54.0,C
RES4868,SCT211-0812/2021,UNIT002,77.53,A
RES4869,SCT211-0812/2021,UNIT003,86.55,A
RES4870,SCT211-0812/2021,UNIT004,73.87,A
RES4871,SCT211-0812/2021,UNIT005,70.26,A
RES4872,SCT211-0812/2021,UNIT006,93.24,A
RES4873,SCT211-0813/2021,UNIT001,64.77,B
RES4874,SCT211-0813/2021,UNIT002,45.18,D
RES4875,SCT211-0813/2021,UNIT003,75.01,A
RES4876,SCT211-0813/2021,UNIT004,92.49,A
RES4877,SCT211-0813/2021,UNIT005,44.45,D
RES4878,SCT211-0813/2021,UNIT006,79.8,A
RES4879,SCT211-0814/2021,UNIT001,97.34,A
RES4880,SCT211-0814/2021,UNIT002,51.23,C
RES4881,SCT211-0814/2021,UNIT003,67.53,B
RES4882,SCT211-0814/2021,UNIT004,50.01,C
RES4883,SCT211-0814/2021,UNIT005,88.87,A
RES4884,SCT211-0814/2021,UNIT006,95.03,A
RES4885,SCT211-0815/2021,UNIT001,52.03,C
RES4886,SCT211-0815/2021,UNIT002,95.69,A
RES4887,SCT211-0815/2021,UNIT003,41.72,D
RES4888,SCT211-0815/2021,UNIT004,71.73,A
RES4889,SCT211-0815/2021,UNIT005,84.34,A
RES4890,SCT211-0815/2021,UNIT006,98.8,A
RES4891,SCT211-0816/2021,UNIT001,63.8,B
RES4892,SCT211-0816/2021,UNIT002,48.81,D
RES4893,SCT211-0816/2021,UNIT003,79.94,A
RES4894,SCT211-0816/2021,UNIT004,78.86,A
RES4895,SCT211-0816/2021,UNIT005,63.87,B
RES4896,SCT211-0816/2021,UNIT006,84.95,A
RES4897,SCT211-0817/2021,UNIT001,88.94,A
RES4898,SCT211-0817/2021,UNIT002,61.49,B
RES4899,SCT211-0817/2021,UNIT003,50.62,C
RES4900,SCT211-0817/2021,UNIT004,54.97,C
RES4901,SCT211-0817/2021,UNIT005,52.52,C
RES4902,SCT211-0817/2021,UNIT006,87.2,A
RES4903,SCT211-0818/2021,UNIT001,60.81,B
RES4904,SCT211-0818/2021,UNIT002,76.1,A
RES4905,SCT211-0818/2021,UNIT003,68.86,B
RES4906,SCT211-0818/2021,UNIT004,69.83,B
RES4907,SCT211-0818/2021,UNIT005,53.5,C
RES4908,SCT211-0818/2021,UNIT006,92.09,A
RES4909,SCT211-0819/2021,UNIT001,55.4,C
RES4910,SCT211-0819/2021,UNIT002,59.18,C
RES4911,SCT211-0819/2021,UNIT003,57.18,C
RES4912,SCT211-0819/2021,UNIT004,81.61,A
RES4913,SCT211-0819/2021,UNIT005,62.39,B
RES4914,SCT211-0819/2021,UNIT006,52.62,C
RES4915,SCT211-0820/2021,UNIT001,47.26,D
RES4916,SCT211-0820/2021,UNIT002,48.66,D
RES4917,SCT211-0820/2021,UNIT003,67.77,B
RES4918,SCT211-0820/2021,UNIT004,99.37,A
RES4919,SCT211-0820/2021,UNIT005,49.06,D
RES4920,SCT211-0820/2021,UNIT006,73.64,A
RES4921,SCT211-0821/2021,UNIT001,66.79,B
RES4922,SCT211-0821/2021,UNIT002,99.1,A
RES4923,SCT211-0821/2021,UNIT003,75.59,A
RES4924,SCT211-0821/2021,UNIT004,61.86,B
RES4925,SCT211-0821/2021,UNIT005,43.87,D
RES4926,SCT211-0821/2021,UNIT006,89.71,A
RES4927,SCT211-0822/2021,UNIT001,79.22,A
RES4928,SCT211-0822/2021,UNIT002,59.87,C
RES4929,SCT211-0822/2021,UNIT003,48.65,D
RES4930,SCT211-0822/2021,UNIT004,93.25,A
RES4931,SCT211-0822/2021,UNIT005,50.9,C
RES4932,SCT211-0822/2021,UNIT006,47.75,D
RES4933,SCT211-0823/2021,UNIT001,70.8,A
RES4934,SCT211-0823/2021,UNIT002,77.76,A
RES4935,SCT211-0823/2021,UNIT003,85.69,A
RES4936,SCT211-0823/2021,UNIT004,83.48,A
RES4937,SCT211-0823/2021,UNIT005,62.69,B
RES4938,SCT211-0823/2021,UNIT006,93.76,A
RES4939,SCT211-0824/2021,UNIT001,78.19,A
RES4940,SCT211-0824/2021,UNIT002,72.06,A
RES4941,SCT211-0824/2021,UNIT003,98.49,A
RES4942,SCT211-0824/2021,UNIT004,99.23,A
RES4943,SCT211-0824/2021,UNIT005,72.49,A
RES4944,SCT211-0824/2021,UNIT006,53.42,C
RES4945,SCT211-0825/2021,UNIT001,87.43,A
RES4946,SCT211-0825/2021,UNIT002,94.1,A
RES4947,SCT211-0825/2021,UNIT003,45.29,D
RES4948,SCT211-0825/2021,UNIT004,75.82,A
RES4949,SCT211-0825/2021,UNIT005,79.68,A
RES4950,SCT211-0825/2021,UNIT006,81.68,A
RES4951,SCT211-0826/2021,UNIT001,57.62,C
RES4952,SCT211-0826/2021,UNIT002,90.52,A
RES4953,SCT211-0826/2021,UNIT003,61.85,B
RES4954,SCT211-0826/2021,UNIT004,78.84,A
RES4955,SCT211-0826/2021,UNIT005,92.42,A
RES4956,SCT211-0826/2021,UNIT006,67.91,B
RES4957,SCT211-0827/2021,UNIT001,99.05,A
RES4958,SCT211-0827/2021,UNIT002,41.6,D
RES4959,SCT211-0827/2021,UNIT003,84.11,A
RES4960,SCT211-0827/2021,UNIT004,90.08,A
RES4961,SCT211-0827/2021,UNIT005,63.9,B
RES4962,SCT211-0827/2021,UNIT006,92.32,A
RES4963,SCT211-0828/2021,UNIT001,88.04,A
RES4964,SCT211-0828/2021,UNIT002,99.1,A
RES4965,SCT211-0828/2021,UNIT003,99.13,A
RES4966,SCT211-0828/2021,UNIT004,93.44,A
RES4967,SCT211-0828/2021,UNIT005,91.48,A
RES4968,SCT211-0828/2021,UNIT006,45.52,D
RES4969,SCT211-0829/2021,UNIT001,58.21,C
RES4970,SCT211-0829/2021,UNIT002,61.39,B
RES4971,SCT211-0829/2021,UNIT003,61.78,B
RES4972,SCT211-0829/2021,UNIT004,56.05,C
RES4973,SCT211-0829/2021,UNIT005,69.08,B
RES4974,SCT211-0829/2021,UNIT006,74.93,A
RES4975,SCT211-0830/2021,UNIT001,56.19,C
RES4976,SCT211-0830/2021,UNIT002,57.5,C
RES4977,SCT211-0830/2021,UNIT003,88.75,A
RES4978,SCT211-0830/2021,UNIT004,89.51,A
RES4979,SCT211-0830/2021,UNIT005,56.56,C
RES4980,SCT211-0830/2021,UNIT006,45.19,D
RES4981,SCT211-0831/2021,UNIT001,58.73,C
RES4982,SCT211-0831/2021,UNIT002,88.37,A
RES4983,SCT211-0831/2021,UNIT003,67.67,B
RES4984,SCT211-0831/2021,UNIT004,45.28,D
RES4985,SCT211-0831/2021,UNIT005,91.48,A
RES4986,SCT211-0831/2021,UNIT006,59.28,C
RES4987,SCT211-0832/2021,UNIT001,60.85,B
RES4988,SCT211-0832/2021,UNIT002,82.27,A
RES4989,SCT211-0832/2021,UNIT003,45.83,D
RES4990,SCT211-0832/2021,UNIT004,42.13,D
RES4991,SCT211-0832/2021,UNIT005,82.8,A
RES4992,SCT211-0832/2021,UNIT006,53.39,C
RES4993,SCT211-0833/2021,UNIT001,99.13,A
RES4994,SCT211-0833/2021,UNIT002,79.76,A
RES4995,SCT211-0833/2021,UNIT003,73.9,A
RES4996,SCT211-0833/2021,UNIT004,69.39,B
RES4997,SCT211-0833/2021,UNIT005,48.39,D
RES4998,SCT211-0833/2021,UNIT006,81.9,A
RES4999,SCT211-0834/2021,UNIT001,93.56,A
RES5000,SCT211-0834/2021,UNIT002,51.57,C
RES5001,SCT211-0834/2021,UNIT003,48.33,D
RES5002,SCT211-0834/2021,UNIT004,63.92,B
RES5003,SCT211-0834/2021,UNIT005,75.65,A
RES5004,SCT211-0834/2021,UNIT006,54.55,C
RES5005,SCT211-0835/2021,UNIT001,61.7,B
RES5006,SCT211-0835/2021,UNIT002,71.34,A
RES5007,SCT211-0835/2021,UNIT003,69.43,B
RES5008,SCT211-0835/2021,UNIT004,60.39,B
RES5009,SCT211-0835/2021,UNIT005,91.37,A
RES5010,SCT211-0835/2021,UNIT006,56.83,C
RES5011,SCT211-0836/2021,UNIT001,65.59,B
RES5012,SCT211-0836/2021,UNIT002,48.89,D
RES5013,SCT211-0836/2021,UNIT003,71.9,A
RES5014,SCT211-0836/2021,UNIT004,47.07,D
RES5015,SCT211-0836/2021,UNIT005,69.84,B
RES5016,SCT211-0836/2021,UNIT006,72.94,A
RES5017,SCT211-0837/2021,UNIT001,85.63,A
RES5018,SCT211-0837/2021,UNIT002,71.06,A
RES5019,SCT211-0837/2021,UNIT003,87.42,A
RES5020,SCT211-0837/2021,UNIT004,99.99,A
RES5021,SCT211-0837/2021,UNIT005,97.34,A
RES5022,SCT211-0837/2021,UNIT006,50.17,C
RES5023,SCT211-0838/2021,UNIT001,47.45,D
RES5024,SCT211-0838/2021,UNIT002,87.77,A
RES5025,SCT211-0838/2021,UNIT003,58.58,C
RES5026,SCT211-0838/2021,UNIT004,68.87,B
RES5027,SCT211-0838/2021,UNIT005,89.16,A
RES5028,SCT211-0838/2021,UNIT006,94.81,A
RES5029,SCT211-0839/2021,UNIT001,71.01,A
RES5030,SCT211-0839/2021,UNIT002,61.19,B
RES5031,SCT211-0839/2021,UNIT003,84.96,A
RES5032,SCT211-0839/2021,UNIT004,52.55,C
RES5033,SCT211-0839/2021,UNIT005,78.28,A
RES5034,SCT211-0839/2021,UNIT006,45.98,D
RES5035,SCT211-0840/2021,UNIT001,52.24,C
RES5036,SCT211-0840/2021,UNIT002,85.6,A
RES5037,SCT211-0840/2021,UNIT003,85.94,A
RES5038,SCT211-0840/2021,UNIT004,75.71,A
RES5039,SCT211-0840/2021,UNIT005,48.92,D
RES5040,SCT211-0840/2021,UNIT006,74.67,A
RES5041,SCT211-0841/2021,UNIT001,84.75,A
RES5042,SCT211-0841/2021,UNIT002,43.93,D
RES5043,SCT211-0841/2021,UNIT003,80.81,A
RES5044,SCT211-0841/2021,UNIT004,89.63,A
RES5045,SCT211-0841/2021,UNIT005,53.92,C
RES5046,SCT211-0841/2021,UNIT006,67.22,B
RES5047,SCT211-0842/2021,UNIT001,51.45,C
RES5048,SCT211-0842/2021,UNIT002,82.93,A
RES5049,SCT211-0842/2021,UNIT003,81.7,A
RES5050,SCT211-0842/2021,UNIT004,86.09,A
RES5051,SCT211-0842/2021,UNIT005,91.58,A
RES5052,SCT211-0842/2021,UNIT006,90.56,A
RES5053,SCT211-0843/2021,UNIT001,67.3,B
RES5054,SCT211-0843/2021,UNIT002,54.45,C
RES5055,SCT211-0843/2021,UNIT003,48.47,D
RES5056,SCT211-0843/2021,UNIT004,65.89,B
RES5057,SCT211-0843/2021,UNIT005,59.22,C
RES5058,SCT211-0843/2021,UNIT006,64.28,B
RES5059,SCT211-0844/2021,UNIT001,47.14,D
RES5060,SCT211-0844/2021,UNIT002,82.15,A
RES5061,SCT211-0844/2021,UNIT003,87.29,A
RES5062,SCT211-0844/2021,UNIT004,66.26,B
RES5063,SCT211-0844/2021,UNIT005,63.37,B
RES5064,SCT211-0844/2021,UNIT006,68.44,B
RES5065,SCT211-0845/2021,UNIT001,60.08,B
RES5066,SCT211-0845/2021,UNIT002,96.95,A
RES5067,SCT211-0845/2021,UNIT003,60.07,B
RES5068,SCT211-0845/2021,UNIT004,92.82,A
RES5069,SCT211-0845/2021,UNIT005,92.94,A
RES5070,SCT211-0845/2021,UNIT006,48.03,D
RES5071,SCT211-0846/2021,UNIT001,76.23,A
RES5072,SCT211-0846/2021,UNIT002,72.12,A
RES5073,SCT211-0846/2021,UNIT003,95.0,A
RES5074,SCT211-0846/2021,UNIT004,44.29,D
RES5075,SCT211-0846/2021,UNIT005,54.12,C
RES5076,SCT211-0846/2021,UNIT006,51.37,C
RES5077,SCT211-0847/2021,UNIT001,40.34,D
RES5078,SCT211-0847/2021,UNIT002,59.96,C
RES5079,SCT211-0847/2021,UNIT003,45.44,D
RES5080,SCT211-0847/2021,UNIT004,46.55,D
RES5081,SCT211-0847/2021,UNIT005,98.01,A
RES5082,SCT211-0847/2021,UNIT006,65.49,B
RES5083,SCT211-0848/2021,UNIT001,41.05,D
RES5084,SCT211-0848/2021,UNIT002,81.77,A
RES5085,SCT211-0848/2021,UNIT003,89.58,A
RES5086,SCT211-0848/2021,UNIT004,74.72,A
RES5087,SCT211-0848/2021,UNIT005,53.93,C
RES5088,SCT211-0848/2021,UNIT006,71.37,A
RES5089,SCT211-0849/2021,UNIT001,49.48,D
RES5090,SCT211-0849/2021,UNIT002,90.06,A
RES5091,SCT211-0849/2021,UNIT003,57.87,C
RES5092,SCT211-0849/2021,UNIT004,70.76,A
RES5093,SCT211-0849/2021,UNIT005,40.8,D
RES5094,SCT211-0849/2021,UNIT006,60.73,B
RES5095,SCT211-0850/2021,UNIT001,61.05,B
RES5096,SCT211-0850/2021,UNIT002,85.16,A
RES5097,SCT211-0850/2021,UNIT003,40.85,D
RES5098,SCT211-0850/2021,UNIT004,83.71,A
RES5099,SCT211-0850/2021,UNIT005,47.69,D
RES5100,SCT211-0850/2021,UNIT006,66.53,B
RES5101,SCT211-0851/2021,UNIT001,74.94,A
RES5102,SCT211-0851/2021,UNIT002,55.03,C
RES5103,SCT211-0851/2021,UNIT003,95.78,A
RES5104,SCT211-0851/2021,UNIT004,40.44,D
RES5105,SCT211-0851/2021,UNIT005,72.77,A
RES5106,SCT211-0851/2021,UNIT006,69.4,B
RES5107,SCT211-0852/2021,UNIT001,64.92,B
RES5108,SCT211-0852/2021,UNIT002,98.66,A
RES5109,SCT211-0852/2021,UNIT003,52.01,C
RES5110,SCT211-0852/2021,UNIT004,64.07,B
RES5111,SCT211-0852/2021,UNIT005,59.2,C
RES5112,SCT211-0852/2021,UNIT006,57.77,C
RES5113,SCT211-0853/2021,UNIT001,45.59,D
RES5114,SCT211-0853/2021,UNIT002,54.44,C
RES5115,SCT211-0853/2021,UNIT003,83.72,A
RES5116,SCT211-0853/2021,UNIT004,94.45,A
RES5117,SCT211-0853/2021,UNIT005,74.63,A
RES5118,SCT211-0853/2021,UNIT006,52.81,C
RES5119,SCT211-0854/2021,UNIT001,85.38,A
RES5120,SCT211-0854/2021,UNIT002,86.6,A
RES5121,SCT211-0854/2021,UNIT003,79.4,A
RES5122,SCT211-0854/2021,UNIT004,65.14,B
RES5123,SCT211-0854/2021,UNIT005,96.44,A
RES5124,SCT211-0854/2021,UNIT006,92.19,A
RES5125,SCT211-0855/2021,UNIT001,42.76,D
RES5126,SCT211-0855/2021,UNIT002,78.09,A
RES5127,SCT211-0855/2021,UNIT003,56.81,C
RES5128,SCT211-0855/2021,UNIT004,53.91,C
RES5129,SCT211-0855/2021,UNIT005,46.8,D
RES5130,SCT211-0855/2021,UNIT006,94.18,A
RES5131,SCT211-0856/2021,UNIT001,45.6,D
RES5132,SCT211-0856/2021,UNIT002,75.25,A
RES5133,SCT211-0856/2021,UNIT003,80.15,A
RES5134,SCT211-0856/2021,UNIT004,53.01,C
RES5135,SCT211-0856/2021,UNIT005,70.75,A
RES5136,SCT211-0856/2021,UNIT006,44.93,D
RES5137,SCT211-0857/2021,UNIT001,64.15,B
RES5138,SCT211-0857/2021,UNIT002,88.04,A
RES5139,SCT211-0857/2021,UNIT003,74.76,A
RES5140,SCT211-0857/2021,UNIT004,75.58,A
RES5141,SCT211-0857/2021,UNIT005,66.4,B
RES5142,SCT211-0857/2021,UNIT006,84.77,A
RES5143,SCT211-0858/2021,UNIT001,66.11,B
RES5144,SCT211-0858/2021,UNIT002,63.14,B
RES5145,SCT211-0858/2021,UNIT003,95.69,A
RES5146,SCT211-0858/2021,UNIT004,94.26,A
RES5147,SCT211-0858/2021,UNIT005,42.3,D
RES5148,SCT211-0858/2021,UNIT006,83.34,A
RES5149,SCT211-0859/2021,UNIT001,72.82,A
RES5150,SCT211-0859/2021,UNIT002,49.65,D
RES5151,SCT211-0859/2021,UNIT003,51.61,C
RES5152,SCT211-0859/2021,UNIT004,56.29,C
RES5153,SCT211-0859/2021,UNIT005,59.74,C
RES5154,SCT211-0859/2021,UNIT006,49.83,D
RES5155,SCT211-0860/2021,UNIT001,68.41,B
RES5156,SCT211-0860/2021,UNIT002,82.6,A
RES5157,SCT211-0860/2021,UNIT003,87.51,A
RES5158,SCT211-0860/2021,UNIT004,93.86,A
RES5159,SCT211-0860/2021,UNIT005,74.24,A
RES5160,SCT211-0860/2021,UNIT006,84.09,A
RES5161,SCT211-0861/2021,UNIT001,62.85,B
RES5162,SCT211-0861/2021,UNIT002,95.93,A
RES5163,SCT211-0861/2021,UNIT003,67.74,B
RES5164,SCT211-0861/2021,UNIT004,57.91,C
RES5165,SCT211-0861/2021,UNIT005,87.46,A
RES5166,SCT211-0861/2021,UNIT006,69.9,B
RES5167,SCT211-0862/2021,UNIT001,96.05,A
RES5168,SCT211-0862/2021,UNIT002,43.86,D
RES5169,SCT211-0862/2021,UNIT003,84.54,A
RES5170,SCT211-0862/2021,UNIT004,88.4,A
RES5171,SCT211-0862/2021,UNIT005,72.61,A
RES5172,SCT211-0862/2021,UNIT006,80.16,A
RES5173,SCT211-0863/2021,UNIT001,86.89,A
RES5174,SCT211-0863/2021,UNIT002,59.98,C
RES5175,SCT211-0863/2021,UNIT003,95.87,A
RES5176,SCT211-0863/2021,UNIT004,45.92,D
RES5177,SCT211-0863/2021,UNIT005,63.64,B
RES5178,SCT211-0863/2021,UNIT006,64.93,B
RES5179,SCT211-0864/2021,UNIT001,63.79,B
RES5180,SCT211-0864/2021,UNIT002,87.2,A
RES5181,SCT211-0864/2021,UNIT003,79.54,A
RES5182,SCT211-0864/2021,UNIT004,70.71,A
RES5183,SCT211-0864/2021,UNIT005,43.44,D
RES5184,SCT211-0864/2021,UNIT006,72.01,A
RES5185,SCT211-0865/2021,UNIT001,82.28,A
RES5186,SCT211-0865/2021,UNIT002,48.63,D
RES5187,SCT211-0865/2021,UNIT003,72.71,A
RES5188,SCT211-0865/2021,UNIT004,90.23,A
RES5189,SCT211-0865/2021,UNIT005,99.17,A
RES5190,SCT211-0865/2021,UNIT006,54.02,C
RES5191,SCT211-0866/2021,UNIT001,70.45,A
RES5192,SCT211-0866/2021,UNIT002,85.1,A
RES5193,SCT211-0866/2021,UNIT003,59.57,C
RES5194,SCT211-0866/2021,UNIT004,80.73,A
RES5195,SCT211-0866/2021,UNIT005,63.37,B
